zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_spread_mean,spectral_spread_std,spectral_rolloff_mean,spectral_rolloff_std,MFCC_Mean_2,MFCC_Std_1,Class
0.012493474443548,0.0162814774609161,0.0261138844870179,0.0159593563809405,0.0187950879059437,0.0119823334785617,0.0135250910282092,0.0139999503836385,0.8097476471328731,0.1395043771443275,sound_piano
0.0221038394001233,0.0086534233391958,0.0358852242854112,0.014046870405276,0.0231108604227224,0.0082605546592183,0.022426326996006,0.0069520554102477,0.8590188821804519,0.0789163674925767,sound_piano
0.1063784348156233,0.1002919728529809,0.4054460378161587,0.3409742913939072,0.4673088622957602,0.4704257567130958,0.1834549142633959,0.3672891952847223,0.3554037005129163,0.3231708895059662,sound_violin
0.0282437947890464,0.0699063142780943,0.0530198765233106,0.228642096616977,0.0421085955428987,0.2301625668347939,0.0267289060236106,0.1293237113888846,0.7457327556527955,0.5981664697787131,sound_guitar
0.06366174679259,0.121554290056895,0.2360898057709125,0.3255808230707745,0.2198006733120421,0.4021971014933403,0.0749455090650237,0.2033585453446679,0.5097125489587746,0.1386222148464132,sound_violin
0.0494874472023159,0.0382661451485913,0.0628738903048565,0.023559651405837,0.0470150495716261,0.0257658770442068,0.0493442189212684,0.0333899618798738,0.9504343645998844,0.2543898307537061,sound_guitar
0.0057385347950579,0.0100783608862906,0.031068912182113,0.0431708169275656,0.0115004716501907,0.0170813919481384,0.0052601075959733,0.0036144491882553,0.6152753741284724,0.2988030033872792,sound_violin
0.0187164823691329,0.02725743780838,0.040405957360301,0.1513267376529728,0.0235210313799245,0.0797085616362676,0.0161330964710032,0.0159312292134376,0.7020028211458509,0.4655580786248071,sound_guitar
0.02441349089586,0.0210707747050477,0.03253069268597,0.0129417617947142,0.0281389554654523,0.0130179477475943,0.0238248226682289,0.0147596260013005,0.9138530342335682,0.0725371789154565,sound_piano
0.0436619049878979,0.0265869366428362,0.0579433316525725,0.0264817532098437,0.0514714823736449,0.0314104001442328,0.0452621234455909,0.0236597840758978,0.9168970385906564,0.1581029261561477,sound_guitar
0.029515289576511,0.0171732472130982,0.0398854494051967,0.0164813782141714,0.0274305148600875,0.0118176283086621,0.0297022842095979,0.0109828584090574,0.8595789083887164,0.0803984064372966,sound_piano
0.041233607011216,0.0342765091957791,0.0569270123785261,0.020945277925399,0.0467998635290388,0.0178485790391551,0.0444935807788739,0.0271420588432212,0.947125254056448,0.2373252503502017,sound_guitar
0.089265657380602,0.1457489140055672,0.1408096261248834,0.1632141053395073,0.1373297370697427,0.151953112171171,0.0992301974272719,0.1545639276943856,0.6007008875876634,0.3453744585451007,sound_violin
0.0254931738724628,0.0137703884164357,0.042101000126956,0.0149113399057467,0.02019353861042,0.016829801549485,0.0245681672147257,0.0137922228670481,0.8824991642339246,0.0931948053143989,sound_piano
0.0085979149858415,0.0177974265014159,0.0419772686997812,0.1917943409291607,0.0206545880632782,0.10021313600138,0.0114588451701503,0.0639278154528105,0.5883420551040534,0.4974106884099087,sound_guitar
0.0265491275528767,0.0169506653224995,0.0485005950751982,0.0212304735339181,0.0364579695468808,0.0169402932547818,0.0303574353353239,0.0171568203775536,0.839666392577944,0.0833453585602814,sound_guitar
0.0223450872447122,0.0230049017960213,0.0340850644466768,0.0210445924231867,0.0294543519313484,0.0213524250867686,0.0243665822529639,0.0208075352803644,0.9127308844943858,0.0899711097551553,sound_piano
0.0363928305886447,0.0932596685262201,0.0963039912323146,0.1252487062211739,0.0846475661694648,0.1545873887694891,0.0325055750840987,0.1025470120180216,0.6354734897753251,0.1429551219844962,sound_violin
0.0457303086390456,0.0192537604495913,0.0561172359997794,0.0115218260073379,0.0426308911817628,0.0116686877591384,0.0417280870847034,0.0112853198516286,0.9525890829323818,0.092369011179852,sound_guitar
0.1258799614003448,0.3154587061780068,0.2684582139102342,0.5585763780060696,0.3321912528474081,0.6242291572488986,0.2093774804399592,0.4416294339203755,0.2534756988526678,0.6740919878504554,sound_violin
0.0147398478161136,0.0326225706358327,0.0379769588439006,0.177564893565813,0.0213528656238018,0.1193297082387239,0.0135565886784845,0.0144085878475519,0.6562150262437327,0.4675268981547644,sound_guitar
0.0141604575008304,0.0205549031499868,0.0398771767061129,0.148804982384975,0.0191709776217469,0.0920129409605339,0.0140101548424487,0.0189566351791963,0.7231932085512083,0.5792815639314005,sound_guitar
